0,  -102,   -99,  -225,   -20,    39,   -39
0,  -100,   -97,  -230,   -18,    37,   -37
0,  -101,   -97,  -232,   -18,    38,   -38
0,  -100,   -96,  -229,   -17,    36,   -39
0,  -101,   -98,  -227,   -18,    38,   -39
0,  -101,   -98,  -227,   -19,    38,   -39
0,  -102,   -98,  -227,   -20,    39,   -38
0,  -102,   -99,  -229,   -20,    40,   -39
0,  -101,   -98,  -225,   -19,    38,   -39
0,  -101,   -98,  -227,   -18,    38,   -39
0,  -100,   -97,  -227,   -18,    37,   -39
0,  -101,   -98,  -229,   -19,    38,   -39
0,  -101,   -98,  -225,   -19,    38,   -39
0,  -101,   -99,  -229,   -20,    39,   -39
0,  -101,   -98,  -225,   -19,    38,   -38
0,  -101,   -97,  -225,   -19,    37,   -39
0,  -101,   -97,  -225,   -18,    37,   -38
0,  -101,   -97,  -225,   -19,    37,   -39
0,  -101,   -97,  -227,   -19,    38,   -38
0,  -102,   -98,  -225,   -19,    39,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -101,   -97,  -227,   -19,    38,   -38
0,  -100,   -97,  -225,   -18,    37,   -37
0,  -101,   -97,  -227,   -19,    38,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -100,   -98,  -227,   -19,    37,   -38
0,  -102,   -97,  -227,   -19,    38,   -37
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -102,   -98,  -227,   -19,    38,   -38
0,  -101,   -97,  -227,   -19,    38,   -38
0,  -102,   -98,  -227,   -19,    38,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -102,   -97,  -227,   -19,    38,   -38
0,  -101,   -98,  -227,   -19,    38,   -38
0,  -102,   -98,  -227,   -19,    39,   -38
0,  -101,   -98,  -225,   -19,    38,   -38
0,  -102,   -97,  -229,   -18,    38,   -39
0,  -101,   -99,  -227,   -20,    38,   -38
0,  -101,   -98,  -229,   -19,    38,   -39
0,  -101,   -98,  -227,   -19,    38,   -39
0,  -102,   -98,  -229,   -19,    38,   -38
0,  -102,   -98,  -227,   -19,    38,   -38
0,  -101,   -99,  -227,   -20,    38,   -38
